RD,TDLinx,Store Name - Nielsen,Store Type,Street Name,Barangay,Municipality,Province,Region,Longitude,Latitude,Accuracy,Average Daily Sales: Sari Sari Store,Located? (Yes/No),cluster_label
Extreme Reach,7K011122,No Trade Name,Sari Sari Store,purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1433117,6.07794,1.5,"2001 - 3,500",No,190
Extreme Reach,7K011137,JHONA STORE,Sari Sari Store,Sarangani road,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1443583,6.073221667,1.7,"501 - 2,000",No,34
Extreme Reach,7K011141,LUCKY MINI MART,Sari Sari Store,Magsaysay Avenue,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14421,6.073545,1.5,"3,501 And Up",No,34
Extreme Reach,7K011112,No Trade Name,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1428667,6.07471,1.8,"501 - 2,000",No,34
Extreme Reach,7K011214,No Trade Name,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429467,6.075111667,1.5,"2001 - 3,500",No,34
Extreme Reach,7K011207,MORALES STORE,Sari Sari Store,"Quinlantang st., purok maliwanag","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1424283,6.074771667,1.4,"501 - 2,000",No,34
Extreme Reach,7K011165,No Trade Name,Sari Sari Store,Purok Saeg Zone 1,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1535833,6.072085,1.5,"501 - 2,000",No,196
Extreme Reach,7K015811,ACE & AZ STORE,Sari Sari Store,Crisostomo zone 7,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142895,6.087841667,1.5,"501 - 2,000",No,192
Extreme Reach,7K010415,MODINA STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1479383,6.070255,1.4,"501 - 2,000",No,194
Extreme Reach,7K011203,Darquin Store,Sari Sari Store,Purok Saeg Zone 1,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1534233,6.072201667,1.5,"2001 - 3,500",No,196
Extreme Reach,7K016711,No Trade Name,Sari Sari Store,Quilantang zone 4 brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1381917,6.092281667,1.5,"501 - 2,000",No,180
Extreme Reach,7K011210,ALEXA STORE,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142945,6.076285,1.5,"501 - 2,000",No,34
Extreme Reach,7K011105,MATET STORE,Sari Sari Store,"Quilantang street, purok maliwanag","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1424317,6.076121667,1.6,"501 - 2,000",No,34
Extreme Reach,7K011216,APRIL STORE,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429967,6.075658333,1.3,"501 - 2,000",No,34
Extreme Reach,7K010354,MADAS STORE,Sari Sari Store,Upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1400417,6.071535,1.8,"501 - 2,000",No,186
Extreme Reach,7K015654,No Trade Name,Sari Sari Store,Purok Crisostomo Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1435933,6.086295,1.5,101 - 500,No,192
Extreme Reach,7K011123,No Trade Name,Sari Sari Store,purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1439383,6.078666667,1.8,101 - 500,No,190
Extreme Reach,7K015821,EMMA STORE,Sari Sari Store,Lanoy,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1479283,6.085381667,1.7,"2001 - 3,500",No,192
Extreme Reach,7K010360,LD STORE,Sari Sari Store,Upper acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14034,6.072376667,1.7,"501 - 2,000",No,186
Extreme Reach,7K010418,DANICA STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14843,6.071121667,1.5,"2001 - 3,500",No,194
Extreme Reach,7K010425,CARSONETTE STORE,Sari Sari Store,"Purok Estrella, Birhen sa Kasilak","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1493883,6.070703333,1.5,"501 - 2,000",No,194
Extreme Reach,7K016715,No Trade Name,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1384083,6.091401667,1.7,101 - 500,No,180
Extreme Reach,7K016712,AQUEE & ZYD STORE,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1381633,6.09244,1.5,101 - 500,No,180
Extreme Reach,7K011208,BENANCIO CAAY STORE,Sari Sari Store,"Quinlantang st., purok maliwanag","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1428733,6.07614,1.4,"501 - 2,000",No,34
Extreme Reach,7K011857,LANIT STORE,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14375,6.079816667,1.7,"501 - 2,000",No,190
Extreme Reach,7K011884,No Trade Name,Sari Sari Store,Purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1439017,6.079328333,1.5,"501 - 2,000",No,190
Extreme Reach,7K011848,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14384,6.079341667,1.5,"501 - 2,000",No,190
Extreme Reach,7K011116,No Trade Name,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1436467,6.076396667,1.5,"501 - 2,000",No,34
Extreme Reach,7K011855,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.144355,6.07981,1.7,"2001 - 3,500",No,190
Extreme Reach,7K011858,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14344,6.079875,1.6,101 - 500,No,190
Extreme Reach,7K016709,CUAMAG STORE,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1402683,6.092363333,1.7,"501 - 2,000",No,180
Extreme Reach,7K011851,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14566,6.079235,1.7,"501 - 2,000",No,190
Extreme Reach,7K011849,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1453833,6.079263333,1.8,101 - 500,No,190
Extreme Reach,7K011843,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1453367,6.078736667,1.7,"3,501 And Up",No,190
Extreme Reach,7K011106,EM' STORE,Sari Sari Store,"Quilantang street, purok maliwanag","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142355,6.076636667,1.7,"2001 - 3,500",No,34
Extreme Reach,7K011115,No Trade Name,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14332,6.076146667,1.6,"2001 - 3,500",No,34
Extreme Reach,7K011133,Datwin Store,Sari Sari Store,Purok Saeg Zone 3,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1540367,6.0706,2.1,"501 - 2,000",No,195
Extreme Reach,7K011833,MONIQUE STORE,Sari Sari Store,Magsaysay ave.,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1428683,6.073625,1.7,"3,501 And Up",No,34
Extreme Reach,7K011836,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1439933,6.078125,1.9,"2001 - 3,500",No,190
Extreme Reach,7K011844,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1444783,6.078798333,1.6,"501 - 2,000",No,190
Extreme Reach,7K011861,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1434433,6.078563333,1.7,"3,501 And Up",No,190
Extreme Reach,7K011867,No Trade Name,Sari Sari Store,Purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.143745,6.078748333,1.4,101 - 500,No,190
Extreme Reach,7K011161,ROSE Vid,Sari Sari Store,Purok Saeg Zone 1,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1534683,6.071638333,1.7,101 - 500,No,196
Extreme Reach,7K011142,No Trade Name,Sari Sari Store,Purok Saeg Zone 3,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1548483,6.070648333,1.9,"501 - 2,000",No,195
Extreme Reach,7K011092,BERTOS CREB SARI SARI STORE,Sari Sari Store,Sarangani road,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.143905,6.070818333,1.8,"501 - 2,000",No,185
Extreme Reach,7K016710,CALLORA'S STORE,Sari Sari Store,Quilantang brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1386067,6.091906667,1.9,"501 - 2,000",No,180
Extreme Reach,7K016707,BEMINE STORE,Sari Sari Store,South Cotabato Saranggani Road brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.143275,6.067303333,1.4,"501 - 2,000",No,184
Extreme Reach,7K011876,OCA STORE,Sari Sari Store,Purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1440283,6.079135,1.9,"501 - 2,000",No,190
Extreme Reach,7K011859,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14321,6.079656667,1.5,101 - 500,No,190
Extreme Reach,7K011838,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1441,6.078621667,1.5,101 - 500,No,190
Extreme Reach,7K011879,No Trade Name,Sari Sari Store,Purok san miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14646,6.07911,1.4,"3,501 And Up",No,191
Extreme Reach,7K011846,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1445883,6.07903,1.3,"501 - 2,000",No,190
Extreme Reach,7K011831,BUSTILLO SARI SARI STORE AND EATERY,Sari Sari Store,purok maliwanag,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142935,6.07383,1.4,"3,501 And Up",No,34
Extreme Reach,7K011837,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1440483,6.078108333,1.5,101 - 500,No,190
Extreme Reach,7K011839,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1448517,6.078773333,1.5,"501 - 2,000",No,190
Extreme Reach,7K011840,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1460333,6.078711667,2.1,"501 - 2,000",No,190
Extreme Reach,7K011863,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1430617,6.07906,1.4,"501 - 2,000",No,190
Extreme Reach,7K013206,KAITH STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1264283,6.086825,1.3,"3,501 And Up",No,30
Extreme Reach,7K013254,No Trade Name,Sari Sari Store,Reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1266433,6.087036667,1.6,101 - 500,No,30
Extreme Reach,7K013253,No Trade Name,Sari Sari Store,Pangasio street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1268233,6.08447,1.8,"501 - 2,000",No,47
Extreme Reach,7K013235,No Trade Name,Sari Sari Store,Bangus street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1275117,6.083798333,1.8,"501 - 2,000",No,47
Extreme Reach,7K013232,No Trade Name,Sari Sari Store,Timbongan street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.12771,6.083075,1.7,"501 - 2,000",No,47
Extreme Reach,7K013228,Mackoy store,Sari Sari Store,Dolphin street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1265067,6.08226,1.6,"2001 - 3,500",No,47
Extreme Reach,7K013220,No Trade Name,Sari Sari Store,Tambasakan st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.127375,6.08256,1.7,"501 - 2,000",No,47
Extreme Reach,7K013216,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1246983,6.085723333,1.5,"2001 - 3,500",No,30
Extreme Reach,7K013204,SUNRISE STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1264233,6.08704,1.2,"2001 - 3,500",No,30
Extreme Reach,7K013186,No Trade Name,Sari Sari Store,Lower Puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1532967,6.088138333,1.8,101 - 500,No,188
Extreme Reach,7K013176,No Trade Name,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.151825,6.088388333,1.5,"3,501 And Up",No,188
Extreme Reach,7K013175,No Trade Name,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1518767,6.088218333,1.5,"501 - 2,000",No,188
Extreme Reach,7K013171,MHOTZ STORE,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.151965,6.087415,1.7,"501 - 2,000",No,188
Extreme Reach,7K013170,KAREN STORE,Sari Sari Store,Lower Puting Bato RDX,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1519467,6.087378333,1.9,"501 - 2,000",No,188
Extreme Reach,7K013166,No Trade Name,Sari Sari Store,Skipjack st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.126935,6.085343333,1.4,101 - 500,No,30
Extreme Reach,7K013161,GOLDEN STORE,Sari Sari Store,Sambagon st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.12763,6.084535,1.6,101 - 500,No,47
Extreme Reach,7K013155,No Trade Name,Sari Sari Store,Japanese coi st reformville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1271733,6.081936667,1.4,101 - 500,No,47
Extreme Reach,7K013611,No Trade Name,Sari Sari Store,Reformville yellow fin rd,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1279467,6.086738333,1.4,101 - 500,No,30
Extreme Reach,7K013602,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1263367,6.083341667,1.7,"501 - 2,000",No,47
Extreme Reach,7K013597,No Trade Name,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.126025,6.0847,1.9,"501 - 2,000",No,30
Extreme Reach,7K013562,No Trade Name,Sari Sari Store,Purok Lower Puting Bato inner left side,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.15128,6.088515,2.1,101 - 500,No,188
Extreme Reach,7K013326,ROLDAN STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.124745,6.085451667,1.3,"501 - 2,000",No,30
Extreme Reach,7K013325,ERE JAMES STORE,Sari Sari Store,Purok placida,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1238817,6.085735,1.4,"501 - 2,000",No,30
Extreme Reach,7K012736,No Trade Name,Sari Sari Store,"Purok Bayanihan, Zone 1","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1556717,6.069398333,1.8,"501 - 2,000",No,195
Extreme Reach,7K012726,No Trade Name,Sari Sari Store,"Purok Bayanihan, Zone 1","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1560217,6.069045,1.6,101 - 500,No,195
Extreme Reach,7K012722,No Trade Name,Sari Sari Store,"Purok Bayanihan, Zone 1","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1557,6.069076667,1.5,"501 - 2,000",No,195
Extreme Reach,7K012719,No Trade Name,Sari Sari Store,"Purok Bayanihan, Zone 2","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1547633,6.068346667,1.7,"501 - 2,000",No,195
Extreme Reach,7K011854,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1440267,6.079315,1.6,"501 - 2,000",No,190
Extreme Reach,7K012708,No Trade Name,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.135985,6.087705,1.7,101 - 500,No,181
Extreme Reach,7K012703,No Trade Name,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13595,6.088095,1.8,"501 - 2,000",No,181
Extreme Reach,7K012702,No Trade Name,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1362233,6.087883333,1.4,"501 - 2,000",No,181
Extreme Reach,7K012691,SUNSHINE STORE,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.137995,6.086561667,1.6,"3,501 And Up",No,181
Extreme Reach,7K012690,No Trade Name,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13803,6.087166667,1.5,"501 - 2,000",No,181
Extreme Reach,7K012487,GEMMA STORE,Sari Sari Store,Rosal street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1396333,6.080343333,1.6,"501 - 2,000",No,2
Extreme Reach,7K012481,No Trade Name,Sari Sari Store,Oblipas village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14046,6.082811667,1.5,"3,501 And Up",No,2
Extreme Reach,7K012466,No Trade Name,Sari Sari Store,Oblipas extension,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1409983,6.083836667,1.5,"3,501 And Up",No,2
Extreme Reach,7K012464,GOBALANE STORE,Sari Sari Store,Oblipas extension,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14084,6.082683333,1.3,"3,501 And Up",No,2
Extreme Reach,7K012688,No Trade Name,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1380183,6.086636667,1.4,101 - 500,No,181
Extreme Reach,7K012368,No Trade Name,Sari Sari Store,"Purok Bayanihan, Zone 2","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1541717,6.068493333,1.5,101 - 500,No,195
Extreme Reach,7K012367,GALOS STORE,Sari Sari Store,"Purok Bayanihan, Zone 2","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1539783,6.06863,1.6,"3,501 And Up",No,195
Extreme Reach,7K012353,No Trade Name,Sari Sari Store,Orchid st. Cahilsot village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1411067,6.081226667,1.7,"501 - 2,000",No,2
Extreme Reach,7K012350,No Trade Name,Sari Sari Store,Camia Cahilsot village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1403633,6.081316667,1.7,101 - 500,No,2
Extreme Reach,7K012336,ROJAMIN STORE,Sari Sari Store,Rose Ave. Cahilsot village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1404483,6.081826667,1.7,"501 - 2,000",No,2
Extreme Reach,7K012324,No Trade Name,Sari Sari Store,San francisco street cahilsot village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1399967,6.082541667,1.5,101 - 500,No,2
Extreme Reach,7K012322,No Trade Name,Sari Sari Store,Oblipas village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14065,6.08385,1.6,"2001 - 3,500",No,2
Extreme Reach,7K012315,PASCUAL ST,Sari Sari Store,Ilang Ilang st. Cahilsot village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14185,6.081188333,1.5,101 - 500,No,2
Extreme Reach,7K012887,EVANIE STORE,Sari Sari Store,Teachers Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1378833,6.077513333,1.5,"501 - 2,000",No,2
Extreme Reach,7K012831,JND STORE,Sari Sari Store,Carcod village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1368,6.086053333,1.5,"501 - 2,000",No,181
Extreme Reach,7K012805,GABORNO STORE,Sari Sari Store,Sanfrancisco street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1399583,6.081478333,1.6,"501 - 2,000",No,2
Extreme Reach,7K012742,No Trade Name,Sari Sari Store,Purok Saeg Zone 3,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1543983,6.070588333,1.5,101 - 500,No,195
Extreme Reach,7K012738,No Trade Name,Sari Sari Store,"Purok Bayanihan, Zone 1","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.155825,6.06939,1.8,101 - 500,No,195
Extreme Reach,7K011852,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1454117,6.079206667,1.4,101 - 500,No,190
Extreme Reach,7K011856,No Trade Name,Sari Sari Store,San miguel,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1441333,6.08013,1.3,"501 - 2,000",No,190
Extreme Reach,7K013918,CHRIS ANNE STORE,Sari Sari Store,Greenville.,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1321283,6.085656667,1.9,101 - 500,No,183
Extreme Reach,7K013892,KURT STORE,Sari Sari Store,Greenville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1312717,6.089376667,1.7,101 - 500,No,182
Extreme Reach,7K013887,No Trade Name,Sari Sari Store,Upper Greenville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13131,6.092218333,1.6,"501 - 2,000",No,182
Extreme Reach,7K013882,No Trade Name,Sari Sari Store,Rovalgon Street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1348333,6.092696667,1.5,"501 - 2,000",No,180
Extreme Reach,7K013879,No Trade Name,Sari Sari Store,Upper Greenville,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1329567,6.092101667,1.4,"501 - 2,000",No,182
